Drug 1,Drug 2,DDI Type,Time,Unit
etodolac,ginkgo biloba,agonism,43,week
methotrexate,etodolac,antagonism,4,day
etodolac,pralatrexate,antagonism,2,yr
etodolac,timolol,antagonism,5,yr
etodolac,trandolapril,antagonism,3,yr
etodolac,treprostinil,antagonism,19,week
etoposide,aprepitant,antagonism,49,sec
etoposide,quinupristin,agonism,44,min
etoposide,telithromycin,antagonism,25,sec
etoposide,trastuzumab,agonism,9,hr
etoposide,voriconazole,antagonism,1,yr
etretinate,doxycycline,antagonism,1,yr
etretinate,methacycline,antagonism,37,week
methotrexate,etretinate,antagonism,21,hr
etretinate,minocycline,agonism,4,yr
etretinate,rolitetracycline,antagonism,15,hr
dasatinib (anhydrous),omeprazole,agonism,5,day
dasatinib (anhydrous),pantoprazole,antagonism,21,hr
dasatinib (anhydrous),phenobarbital,antagonism,1,yr
dasatinib (anhydrous),phenytoin,antagonism,2,yr
dasatinib (anhydrous),rabeprazole,antagonism,32,min
dasatinib (anhydrous),ranitidine,agonism,3,hr
dasatinib (anhydrous),tacrolimus (anhydrous),antagonism,35,week
dasatinib (anhydrous),telithromycin,agonism,39,week
dasatinib (anhydrous),thiothixene,agonism,6,day
dasatinib (anhydrous),toremifene,antagonism,50,min
dasatinib (anhydrous),trimipramine,agonism,3,hr
dasatinib (anhydrous),voriconazole,antagonism,41,week
vorinostat,dasatinib (anhydrous),antagonism,43,sec
dasatinib (anhydrous),zuclopenthixol,antagonism,3,yr
amprenavir,diazepam,antagonism,13,sec
diazepam,erythromycin,antagonism,3,hr
diazepam,fluconazole,antagonism,9,hr
diazepam,fosamprenavir,agonism,6,day
diazepam,fosphenytoin,agonism,5,day
diazepam,indinavir,antagonism,2,day
diazepam,itraconazole,agonism,4,yr
josamycin,diazepam,agonism,51,week
diazepam,kava,agonism,33,week
diazepam,ketoconazole,antagonism,44,min
diazepam,mephenytoin,antagonism,43,sec
diazepam,nelfinavir,agonism,2,min
diazepam,omeprazole,agonism,9,hr
diazepam,phenytoin,antagonism,2,day
diazepam,quinupristin,antagonism,3,yr
diazepam,ritonavir,antagonism,2,day
diazepam,saquinavir,antagonism,2,min
diazepam,st. john's wort,agonism,8,min
diazepam,telithromycin,agonism,5,day
diazepam,ticlopidine,antagonism,45,week
diazepam,tipranavir,agonism,47,week
diazepam,triprolidine,agonism,3,week
diazepam,voriconazole,agonism,14,min
lapatinib,pazopanib,antagonism,15,hr
lapatinib,tacrolimus (anhydrous),agonism,21,hr
lapatinib,tamsulosin,agonism,1,yr
lapatinib,telithromycin,agonism,23,week
lapatinib,thiothixene,antagonism,23,week
lapatinib,tolterodine,antagonism,31,sec
lapatinib,topotecan,agonism,32,min
lapatinib,toremifene,antagonism,19,sec
tramadol hydrochloride,lapatinib,agonism,6,day
lapatinib,trazodone,antagonism,9,week
lapatinib,trimipramine,agonism,41,week
lapatinib,voriconazole,agonism,37,sec
vorinostat,lapatinib,agonism,4,yr
lapatinib,zuclopenthixol,antagonism,2,day
gefitinib,acenocoumarol,antagonism,1,yr
gefitinib,amobarbital,antagonism,15,hr
gefitinib,aprobarbital,agonism,44,min
gefitinib,butabarbital,antagonism,1,yr
gefitinib,butethal,antagonism,15,hr
gefitinib,dihydroquinidine barbiturate,antagonism,25,sec
gefitinib,erythromycin,agonism,15,hr
gefitinib,fosphenytoin,agonism,2,day
gefitinib,heptabarbital,antagonism,49,sec
gefitinib,hexobarbital,antagonism,55,sec
gefitinib,itraconazole,antagonism,5,yr
gefitinib,ketoconazole,agonism,56,min
gefitinib,mephenytoin,agonism,9,hr
gefitinib,mephobarbital,agonism,3,hr
gefitinib,pentobarbital,antagonism,13,sec
gefitinib,phenobarbital,antagonism,29,week
gefitinib,phenytoin,agonism,43,sec
gefitinib,primidone,antagonism,14,min
gefitinib,quinidine barbiturate,antagonism,9,hr
gefitinib,ritonavir,antagonism,3,day
gefitinib,secobarbital,agonism,9,hr
gefitinib,st. john's wort,antagonism,5,week
gefitinib,talbutal,antagonism,56,min
gefitinib,telithromycin,agonism,31,sec
gefitinib,topotecan,antagonism,44,min
gefitinib,trastuzumab,antagonism,25,week
gefitinib,voriconazole,antagonism,3,day
famotidine,cefditoren,antagonism,9,hr
famotidine,itraconazole,agonism,56,min
famotidine,ketoconazole,agonism,1,sec
famotidine,rilpivirine,agonism,20,min
aprepitant,acenocoumarol,antagonism,21,hr
aprepitant,corticotropin,agonism,44,min
aprepitant,erythromycin,agonism,4,day
aprepitant,ethinyl estradiol,antagonism,21,hr
aprepitant,fosphenytoin,antagonism,9,hr
aprepitant,ifosfamide,antagonism,49,sec
aprepitant,irinotecan,agonism,43,sec
aprepitant,itraconazole,antagonism,5,yr
aprepitant,ketoconazole,antagonism,39,week
aprepitant,mephenytoin,agonism,43,week
aprepitant,mestranol,agonism,31,sec
aprepitant,6alpha-methylprednisolone,agonism,1,week
aprepitant,midazolam,antagonism,20,min
aprepitant,nefazodone,antagonism,5,yr
aprepitant,nelfinavir,agonism,1,week
paclitaxel,aprepitant,antagonism,19,sec
aprepitant,phenytoin,antagonism,21,hr
aprepitant,pimozide,agonism,21,hr
aprepitant,ritonavir,antagonism,15,hr
aprepitant,tamsulosin,antagonism,9,hr
aprepitant,telithromycin,antagonism,6,day
aprepitant,terfenadine,antagonism,21,hr
aprepitant,tolterodine,antagonism,3,hr
tramadol hydrochloride,aprepitant,agonism,13,sec
aprepitant,trazodone,antagonism,21,hr
aprepitant,triazolam,agonism,4,day
aprepitant,troleandomycin,antagonism,3,yr
aprepitant,vinblastine,antagonism,29,week
aprepitant,vincristine,antagonism,1,day
aprepitant,voriconazole,antagonism,50,min
felbamate,fosphenytoin,antagonism,5,day
felbamate,mephenytoin,antagonism,20,min
felbamate,phenobarbital,agonism,19,week
felbamate,phenytoin,antagonism,55,sec
felbamate,primidone,agonism,5,yr
felbamate,quinupristin,antagonism,32,min
felbamate,telithromycin,agonism,56,min
felbamate,triprolidine,agonism,21,hr
valproic acid,felbamate,agonism,2,day
felbamate,voriconazole,agonism,21,hr
fenfluramine,fluoxetine,antagonism,3,day
fenfluramine,fluphenazine,antagonism,2,yr
fenfluramine,fluvoxamine,antagonism,1,day
fenfluramine,guanethidine,agonism,17,week
fenfluramine,insulin aspart,antagonism,14,min
fenfluramine,insulin detemir,antagonism,9,hr
fenfluramine,insulin glulisine,antagonism,8,min
fenfluramine,isocarboxazid,agonism,35,week
fenfluramine,mesoridazine,agonism,20,min
fenfluramine,methdilazine,antagonism,20,min
fenfluramine,methotrimeprazine,antagonism,1,sec
fenfluramine,paroxetine,agonism,20,min
fenfluramine,perphenazine,antagonism,4,yr
fenfluramine,phenelzine,antagonism,1,day
fenfluramine,prochlorperazine,agonism,26,min
fenfluramine,promazine,antagonism,9,hr
fenfluramine,promethazine,antagonism,56,min
fenfluramine,propiomazine,antagonism,5,yr
fenfluramine,rasagiline,agonism,20,min
fenfluramine,thiethylperazine,antagonism,1,day
fenfluramine,thioridazine,antagonism,9,hr
fenfluramine,tranylcypromine,antagonism,56,min
fenfluramine,triflupromazine,antagonism,13,sec
fenfluramine,trimeprazine,antagonism,19,week
fenfluramine,venlafaxine,antagonism,20,min
fenofibrate,acenocoumarol,agonism,31,week
atorvastatin,fenofibrate,antagonism,43,sec
fenofibrate,"(3S,5R)-fluvastatin",agonism,49,sec
fenofibrate,insulin lispro,antagonism,2,yr
pitavastatin,fenofibrate,antagonism,3,yr
fenofibrate,pravastatin sodium,antagonism,7,sec
fenofibrate,simvastatin,antagonism,20,min
fenofibrate,ursodeoxycholic acid,agonism,43,sec
fenoprofen,acenocoumarol,agonism,3,hr
fenoprofen,azilsartan medoxomil,antagonism,4,day
fenoprofen,colesevelam,agonism,7,day
fenoprofen,eltrombopag,antagonism,25,sec
fenoprofen,ginkgo biloba,antagonism,20,min
methotrexate,fenoprofen,antagonism,31,sec
fenoprofen,pralatrexate,agonism,44,min
fenoprofen,telmisartan,agonism,3,hr
fenoprofen,timolol,agonism,1,day
fenoprofen,trandolapril,agonism,50,min
fenoprofen,treprostinil,agonism,47,week
rosiglitazone,avanafil,agonism,6,day
rosiglitazone,colesevelam,agonism,44,min
rosiglitazone,gemfibrozil,agonism,4,day
rosiglitazone,ketoconazole,antagonism,26,min
rosiglitazone,somatropin recombinant,antagonism,4,yr
all-trans-acitretin,doxycycline,agonism,14,min
all-trans-acitretin,methacycline,antagonism,9,hr
methotrexate,all-trans-acitretin,agonism,3,day
all-trans-acitretin,minocycline,antagonism,2,min
all-trans-acitretin,norethisterone,antagonism,14,min
all-trans-acitretin,rolitetracycline,antagonism,21,hr
all-trans-acitretin,vitamin a,antagonism,23,week
pefloxacin,aminophylline,agonism,9,hr
pefloxacin,calcium,antagonism,3,hr
pefloxacin,iron dextran,antagonism,25,week
pefloxacin,magnesium,agonism,37,week
pefloxacin,oxtriphylline,agonism,2,yr
esomeprazol,cefditoren,agonism,9,hr
esomeprazol,indinavir,antagonism,44,min
esomeprazol,itraconazole,antagonism,8,min
esomeprazol,ketoconazole,agonism,21,hr
esomeprazol,rilpivirine,antagonism,32,min
esomeprazol,tipranavir,antagonism,26,min
homatropine methylbromide,haloperidol,antagonism,3,yr
homatropine methylbromide,tacrine,agonism,56,min
trimethobenzamide,homatropine methylbromide,agonism,5,day
homatropine methylbromide,triprolidine,antagonism,4,yr
homatropine methylbromide,trospium,antagonism,3,hr
fexofenadine,tacrine,agonism,14,min
trimethobenzamide,fexofenadine,agonism,44,min
fexofenadine,triprolidine,antagonism,2,min
fexofenadine,trospium,antagonism,15,hr
methimazole,acenocoumarol,agonism,5,day
tamoxifen,methimazole,antagonism,1,yr
methimazole,tamsulosin,agonism,55,sec
mifepristone,dabigatran etexilate,agonism,44,min
mifepristone,degarelix,antagonism,2,min
mifepristone,pasireotide,antagonism,15,week
minocycline,acenocoumarol,agonism,8,min
minocycline,aluminium,agonism,4,yr
minocycline,attapulgite,agonism,9,week
minocycline,bexarotene,agonism,1,yr
minocycline,bismuth subsalicylate,antagonism,3,hr
minocycline,calcium,antagonism,1,yr
minocycline,calcium acetate,antagonism,50,min
minocycline,calcium chloride,agonism,49,sec
clavulanic acid,minocycline,antagonism,43,week
cloxacillin,minocycline,agonism,31,sec
minocycline,colesevelam,antagonism,1,yr
minocycline,ethinyl estradiol,agonism,3,hr
minocycline,flucloxacillin,agonism,1,day
minocycline,hetacillin,agonism,49,sec
minocycline,iron,agonism,9,hr
minocycline,iron dextran,agonism,9,week
minocycline,isotretinoin,agonism,6,day
minocycline,magnesium,agonism,5,day
minocycline,magnesium salicylate,antagonism,41,week
minocycline,mestranol,antagonism,21,hr
minocycline,methicillin acyl-serine,antagonism,38,min
minocycline,methoxyflurane,agonism,25,sec
minocycline,mezlocillin,agonism,32,min
minocycline,nafcillin,antagonism,19,sec
minocycline,oxacillin,agonism,50,min
minocycline,penicillin v,antagonism,55,sec
minocycline,piperacillin,antagonism,3,hr
minocycline,pivampicillin,agonism,49,sec
minocycline,pivmecillinam,agonism,1,day
minocycline,tazobactam,antagonism,56,min
minocycline,ticarcillin,agonism,3,hr
minocycline,trisalicylate-choline,antagonism,14,min
minocycline,zinc,agonism,5,yr
mitoxantrone,trastuzumab,agonism,5,yr
calcipotriol,alfacalcidol,agonism,15,hr
calcipotriol,aluminum hydroxide,agonism,15,hr
calcipotriol,cholecalciferol,antagonism,1,day
calcipotriol,orlistat,agonism,3,hr
calcipotriol,sucralfate,antagonism,3,hr
etonogestrel,bexarotene,agonism,44,min
etonogestrel,colesevelam,antagonism,3,hr
norgestimate,bexarotene,antagonism,43,week
norgestimate,colesevelam,antagonism,21,hr
drospirenone,bexarotene,agonism,32,min
drospirenone,boceprevir,agonism,4,day
drospirenone,cilazapril,antagonism,3,day
drospirenone,colesevelam,antagonism,3,day
drospirenone,fosinopril,agonism,2,min
drospirenone,irbesartan,agonism,3,yr
drospirenone,losartan,antagonism,32,min
drospirenone,perindopril,agonism,1,sec
drospirenone,potassium,antagonism,31,week
drospirenone,quinapril,antagonism,1,yr
drospirenone,ramipril,antagonism,2,yr
drospirenone,telmisartan,antagonism,7,day
drospirenone,trandolapril,agonism,20,min
drospirenone,treprostinil,agonism,15,week
drospirenone,triamterene,agonism,3,hr
loxapine,donepezil,antagonism,9,hr
galanthamine,loxapine,antagonism,8,min
loxapine,rivastigmine,agonism,19,sec
loxapine,rotigotine,antagonism,7,sec
loxapine,tacrine,agonism,9,week
loxapine,tacrolimus (anhydrous),antagonism,2,yr
loxapine,tetrabenazine,antagonism,55,sec
loxapine,thiothixene,antagonism,45,week
loxapine,toremifene,agonism,25,sec
trimethobenzamide,loxapine,antagonism,37,sec
loxapine,trimipramine,antagonism,43,sec
loxapine,triprolidine,antagonism,11,week
loxapine,trospium,antagonism,26,min
loxapine,voriconazole,agonism,21,hr
vorinostat,loxapine,antagonism,45,week
loxapine,zuclopenthixol,agonism,2,yr
doxycycline,acenocoumarol,agonism,7,sec
doxycycline,aluminium,agonism,7,day
doxycycline,amobarbital,antagonism,50,min
doxycycline,aprobarbital,antagonism,43,sec
doxycycline,attapulgite,antagonism,7,day
doxycycline,bexarotene,antagonism,8,min
doxycycline,butabarbital,antagonism,37,sec
doxycycline,butethal,agonism,2,min
doxycycline,calcium,antagonism,2,yr
doxycycline,calcium acetate,agonism,37,sec
doxycycline,calcium chloride,antagonism,1,sec
clavulanic acid,doxycycline,antagonism,43,sec
cloxacillin,doxycycline,agonism,15,hr
doxycycline,colesevelam,agonism,37,sec
doxycycline,dihydroquinidine barbiturate,antagonism,56,min
doxycycline,ethinyl estradiol,antagonism,2,min
doxycycline,flucloxacillin,agonism,3,hr
doxycycline,fosphenytoin,agonism,15,hr
doxycycline,heptabarbital,agonism,13,week
doxycycline,hetacillin,agonism,9,hr
doxycycline,hexobarbital,antagonism,19,sec
doxycycline,iron,antagonism,56,min
doxycycline,iron dextran,antagonism,15,hr
doxycycline,isotretinoin,antagonism,15,hr
doxycycline,magnesium,agonism,21,week
doxycycline,mephenytoin,agonism,14,min
doxycycline,mestranol,agonism,41,week
methotrexate,doxycycline,antagonism,47,week
doxycycline,mephobarbital,antagonism,50,min
doxycycline,methicillin,antagonism,1,yr
doxycycline,mezlocillin,antagonism,13,week
doxycycline,nafcillin,antagonism,13,sec
doxycycline,oxacillin,antagonism,43,sec
doxycycline,penicillin v,agonism,3,yr
doxycycline,pentobarbital,antagonism,2,yr
doxycycline,phenobarbital,antagonism,3,day
doxycycline,phenytoin,agonism,15,hr
doxycycline,piperacillin,antagonism,3,day
doxycycline,pivampicillin,antagonism,1,week
doxycycline,pivmecillinam,antagonism,3,day
doxycycline,primidone,agonism,9,hr
doxycycline,quinidine barbiturate,agonism,3,yr
rifabutin,doxycycline,antagonism,32,min
doxycycline,secobarbital,antagonism,2,yr
doxycycline,talbutal,agonism,7,day
doxycycline,tamsulosin,agonism,21,hr
doxycycline,tazobactam,agonism,3,day
doxycycline,ticarcillin,antagonism,5,yr
doxycycline,tolterodine,antagonism,13,sec
doxycycline,zinc,antagonism,2,yr
bexarotene,conivaptan,antagonism,2,day
bexarotene,gemfibrozil,agonism,25,week
bexarotene,levonorgestrel,antagonism,50,min
bexarotene,medroxyprogesterone,antagonism,8,min
bexarotene,norelgestromin,agonism,1,day
bexarotene,norethisterone,antagonism,1,yr
bexarotene,vitamin a,antagonism,44,min
treprostinil,abciximab,antagonism,3,hr
treprostinil,acenocoumarol,agonism,2,day
treprostinil,aliskiren,antagonism,47,week
treprostinil,n-pentyl nitrite,antagonism,1,yr
treprostinil,argatroban,antagonism,21,hr
treprostinil,bivalirudin,antagonism,3,day
celecoxib,treprostinil,antagonism,2,day
treprostinil,chlorthalidone,antagonism,13,sec
treprostinil,cilazapril,antagonism,21,hr
treprostinil,clevidipine,antagonism,56,min
diclofenac,treprostinil,antagonism,3,week
treprostinil,drotrecogin alfa,antagonism,21,hr
treprostinil,enoxaparin,antagonism,1,yr
eptifibatide,treprostinil,antagonism,21,hr
treprostinil,felodipine,antagonism,32,min
treprostinil,fluoxetine,agonism,3,week
treprostinil,flurbiprofen,agonism,2,min
treprostinil,fluvoxamine,agonism,13,sec
treprostinil,fosinopril,antagonism,3,yr
treprostinil,guanabenz,antagonism,19,week
treprostinil,guanfacine,antagonism,3,hr
treprostinil,hydralazine,agonism,1,yr
treprostinil,hydrochlorothiazide,antagonism,19,sec
treprostinil,hydroflumethiazide,agonism,9,hr
treprostinil,ibuprofen,antagonism,19,sec
treprostinil,indapamide,agonism,31,sec
indometacin,treprostinil,agonism,7,day
treprostinil,irbesartan,antagonism,3,yr
treprostinil,isosorbide dinitrate,antagonism,25,week
treprostinil,isosorbide mononitrate,agonism,3,yr
treprostinil,isradipine,agonism,3,yr
treprostinil,ketoprofen,agonism,4,yr
treprostinil,ketorolac,agonism,2,min
treprostinil,labetalol,agonism,15,week
treprostinil,lepirudin,antagonism,1,sec
treprostinil,levobunolol,agonism,9,hr
treprostinil,losartan,antagonism,2,day
treprostinil,lumiracoxib,antagonism,8,min
treprostinil,meclofenamic acid,antagonism,43,sec
treprostinil,mefenamic acid,antagonism,21,hr
treprostinil,meloxicam,antagonism,1,yr
treprostinil,methazolamide,antagonism,13,sec
treprostinil,methyclothiazide,agonism,1,day
metipranolol hydrochloride,treprostinil,agonism,3,hr
treprostinil,metolazone,antagonism,21,hr
treprostinil,metoprolol,antagonism,1,yr
treprostinil,minoxidil,antagonism,39,week
treprostinil,moexipril,antagonism,2,yr
treprostinil,nabumetone,antagonism,9,hr
treprostinil,nadolol,agonism,14,min
treprostinil,naproxen,antagonism,1,day
treprostinil,nebivolol,agonism,1,sec
treprostinil,nesiritide,antagonism,20,min
treprostinil,nicardipine,agonism,1,week
treprostinil,nifedipine,antagonism,5,yr
treprostinil,nimodipine,antagonism,31,sec
treprostinil,nisoldipine,agonism,1,day
treprostinil,nitrendipine,antagonism,1,week
treprostinil,nitroprusside,agonism,55,sec
treprostinil,oxaprozin,antagonism,5,yr
treprostinil,oxprenolol,agonism,1,yr
treprostinil,papaverine,agonism,9,hr
treprostinil,paroxetine,agonism,1,sec
treprostinil,penbutolol,agonism,2,yr
treprostinil,perindopril,antagonism,2,yr
treprostinil,phenoxybenzamine,antagonism,9,hr
treprostinil,phentolamine,agonism,32,min
treprostinil,pindolol,antagonism,45,week
treprostinil,piroxicam,antagonism,51,week
treprostinil,polythiazide,agonism,56,min
treprostinil,prazosin,antagonism,38,min
treprostinil,quinapril,antagonism,1,yr
treprostinil,ramipril,antagonism,3,day
treprostinil,rivaroxaban,agonism,3,yr
treprostinil,salsalate,antagonism,13,sec
treprostinil,sertraline,agonism,3,day
treprostinil,sotalol,agonism,19,sec
treprostinil,spironolactone,antagonism,2,yr
treprostinil,sulindac,agonism,15,hr
treprostinil,telmisartan,agonism,3,yr
treprostinil,terazosin,antagonism,21,hr
treprostinil,ticlopidine,agonism,1,day
treprostinil,timolol,antagonism,3,yr
treprostinil,tirofiban,antagonism,45,week
treprostinil,tizanidine,antagonism,38,min
treprostinil,tolmetin sodium dihydrate,antagonism,44,min
treprostinil,torasemide,agonism,49,sec
treprostinil,trandolapril,agonism,1,week
treprostinil,triamterene,antagonism,32,min
treprostinil,trichlormethiazide,agonism,1,yr
treprostinil,urea,antagonism,2,yr
treprostinil,valsartan,antagonism,3,hr
treprostinil,verapamil,agonism,25,sec
flavoxate,donepezil,antagonism,25,week
galanthamine,flavoxate,antagonism,15,hr
flavoxate,rivastigmine,agonism,19,week
flavoxate,tacrine,agonism,6,day
trimethobenzamide,flavoxate,agonism,1,day
flavoxate,triprolidine,agonism,1,day
flavoxate,trospium,agonism,41,week
fludrocortisone,acenocoumarol,agonism,4,yr
fludrocortisone,ambenonium,antagonism,41,week
fludrocortisone,amobarbital,antagonism,38,min
fludrocortisone,aprobarbital,agonism,2,day
fludrocortisone,bismuth subsalicylate,agonism,47,week
fludrocortisone,butabarbital,agonism,4,day
fludrocortisone,butethal,agonism,1,sec
fludrocortisone,dihydroquinidine barbiturate,antagonism,5,day
fludrocortisone,fosphenytoin,agonism,21,hr
fludrocortisone,heptabarbital,agonism,4,yr
fludrocortisone,hexobarbital,agonism,9,hr
fludrocortisone,magnesium salicylate,antagonism,5,day
fludrocortisone,mephenytoin,antagonism,25,sec
fludrocortisone,mephobarbital,antagonism,1,day
fludrocortisone,midodrine,agonism,35,week
fludrocortisone,neostigmine,antagonism,4,day
fludrocortisone,pentobarbital,agonism,15,hr
fludrocortisone,phenobarbital,agonism,5,yr
fludrocortisone,phenytoin,agonism,43,week
fludrocortisone,primidone,agonism,3,yr
fludrocortisone,pyridostigmine,antagonism,19,sec
fludrocortisone,quinidine barbiturate,antagonism,3,week
fludrocortisone,salicylate-sodium,antagonism,1,sec
fludrocortisone,salsalate,antagonism,2,yr
fludrocortisone,secobarbital,agonism,6,day
fludrocortisone,tacrine,agonism,21,week
fludrocortisone,talbutal,antagonism,6,day
fludrocortisone,trastuzumab,agonism,44,min
fludrocortisone,trisalicylate-choline,agonism,3,hr
fludrocortisone,vecuronium,agonism,9,hr
eletriptan,desvenlafaxine,antagonism,2,yr
eletriptan,dihydroergotoxine,agonism,5,week
eletriptan,ergotamine,agonism,7,day
eletriptan,erythromycin,agonism,5,yr
eletriptan,fluoxetine,antagonism,38,min
eletriptan,fluvoxamine,agonism,51,week
eletriptan,itraconazole,agonism,7,day
eletriptan,ketoconazole,agonism,13,sec
eletriptan,methylergonovine,antagonism,55,sec
eletriptan,methysergide,antagonism,7,sec
eletriptan,nefazodone,agonism,21,hr
eletriptan,nelfinavir,agonism,8,min
eletriptan,paroxetine,antagonism,32,min
eletriptan,ritonavir,antagonism,3,hr
eletriptan,sertraline,agonism,38,min
eletriptan,telithromycin,agonism,2,yr
tramadol hydrochloride,eletriptan,agonism,2,min
eletriptan,tranylcypromine,antagonism,55,sec
eletriptan,trazodone,antagonism,9,week
eletriptan,trimipramine,antagonism,49,sec
eletriptan,troleandomycin,agonism,4,day
eletriptan,venlafaxine,antagonism,5,day
eletriptan,voriconazole,antagonism,55,sec
sorafenib,trastuzumab,antagonism,9,hr
flucloxacillin,ethinyl estradiol,agonism,1,yr
flucloxacillin,mestranol,agonism,25,sec
flucloxacillin,methacycline,agonism,9,hr
methotrexate,flucloxacillin,antagonism,20,min
flucloxacillin,rolitetracycline,antagonism,1,day
flunisolide,telithromycin,antagonism,21,hr
flunisolide,voriconazole,agonism,14,min
dapiprazole,tamsulosin,agonism,31,sec
alfuzosin,boceprevir,antagonism,14,min
alfuzosin,conivaptan,agonism,20,min
alfuzosin,itraconazole,agonism,44,min
alfuzosin,ketoconazole,antagonism,32,min
alfuzosin,ritonavir,antagonism,11,week
alfuzosin,tadalafil,agonism,2,min
alfuzosin,tamsulosin,agonism,7,week
alfuzosin,telaprevir,agonism,31,sec
alfuzosin,telithromycin,antagonism,15,hr
alfuzosin,terazosin,antagonism,15,hr
vardenafil,alfuzosin,antagonism,37,week
alfuzosin,voriconazole,antagonism,7,week
fluoxetine,acenocoumarol,antagonism,5,yr
fluoxetine,almotriptan,antagonism,45,week
fluoxetine,desvenlafaxine,agonism,6,day
fluoxetine,dextromethorphan,agonism,47,week
fluoxetine,doxepin,antagonism,35,week
fluoxetine,ergotamine,agonism,20,min
fluoxetine,erythromycin,antagonism,47,week
fluoxetine,fosphenytoin,antagonism,38,min
fluoxetine,frovatriptan,agonism,2,yr
fluoxetine,ginkgo biloba,antagonism,4,day
fluoxetine,iloperidone,antagonism,4,yr
imipramine,fluoxetine,antagonism,1,day
fluoxetine,insulin lispro,agonism,21,hr
fluoxetine,isocarboxazid,antagonism,3,hr
josamycin,fluoxetine,antagonism,3,yr
fluoxetine,ketoprofen,antagonism,5,yr
fluoxetine,linezolid,antagonism,4,yr
fluoxetine,lithium,agonism,51,week
fluoxetine,mazindol,agonism,31,week
fluoxetine,mephenytoin,antagonism,37,sec
fluoxetine,mesoridazine,antagonism,5,day
fluoxetine,methamphetamine,antagonism,20,min
fluoxetine,metoprolol,agonism,2,yr
fluoxetine,moclobemide,antagonism,13,sec
fluoxetine,naratriptan,antagonism,6,day
fluoxetine,nortriptyline,agonism,9,week
fluoxetine,oxycodone,antagonism,25,week
fluoxetine,phendimetrazine,antagonism,29,week
fluoxetine,phenelzine,antagonism,35,week
fluoxetine,phentermine,agonism,49,sec
fluoxetine,phenylpropanolamine,agonism,38,min
fluoxetine,phenytoin,agonism,4,yr
fluoxetine,propafenone hydrochloride,antagonism,4,day
fluoxetine,propranolol,antagonism,1,day
fluoxetine,protriptyline,agonism,3,day
fluoxetine,rasagiline,antagonism,56,min
fluoxetine,risperidone,agonism,7,week
fluoxetine,ritonavir,antagonism,5,day
fluoxetine,selegiline,antagonism,2,yr
fluoxetine,sibutramine,agonism,6,day
fluoxetine,st. john's wort,agonism,15,hr
fluoxetine,tacrine,agonism,31,sec
fluoxetine,tacrolimus (anhydrous),agonism,25,sec
tamoxifen,fluoxetine,antagonism,20,min
fluoxetine,tamsulosin,agonism,51,week
fluoxetine,terbinafine,antagonism,5,yr
fluoxetine,terfenadine,antagonism,7,day
fluoxetine,tetrabenazine,agonism,1,yr
fluoxetine,thioridazine,antagonism,15,hr
fluoxetine,thiothixene,agonism,5,day
fluoxetine,tipranavir,antagonism,1,yr
fluoxetine,tizanidine,agonism,5,day
fluoxetine,tolmetin sodium dihydrate,antagonism,50,min
fluoxetine,tolterodine,agonism,15,hr
fluoxetine,toremifene,antagonism,1,yr
tramadol hydrochloride,fluoxetine,agonism,3,hr
fluoxetine,tranylcypromine,antagonism,26,min
fluoxetine,trazodone,agonism,1,yr
fluoxetine,trimipramine,agonism,9,hr
fluoxetine,triprolidine,antagonism,4,day
fluoxetine,troleandomycin,antagonism,7,day
fluoxetine,venlafaxine,antagonism,56,min
fluoxetine,voriconazole,agonism,47,week
vorinostat,fluoxetine,agonism,4,yr
fluoxetine,zuclopenthixol,antagonism,15,hr
fluoxymesterone,acenocoumarol,agonism,7,sec
pseudoephedrine,alseroxylon,agonism,3,day
pseudoephedrine,deserpidine,agonism,39,week
pseudoephedrine,desvenlafaxine,antagonism,15,hr
pseudoephedrine,doxepin,agonism,50,min
pseudoephedrine,guanethidine,agonism,9,hr
imipramine,pseudoephedrine,agonism,1,yr
pseudoephedrine,iobenguane,antagonism,50,min
pseudoephedrine,isocarboxazid,antagonism,1,yr
pseudoephedrine,linezolid,agonism,11,week
pseudoephedrine,alpha-methyl-L-dopa,antagonism,5,yr
pseudoephedrine,midodrine,antagonism,19,sec
pseudoephedrine,moclobemide,agonism,37,sec
pseudoephedrine,nortriptyline,antagonism,15,hr
pseudoephedrine,pargyline,antagonism,38,min
pseudoephedrine,phenelzine,antagonism,31,sec
pseudoephedrine,protriptyline,antagonism,21,hr
pseudoephedrine,rasagiline,agonism,17,week
pseudoephedrine,tranylcypromine,agonism,2,day
pseudoephedrine,trimipramine,antagonism,1,yr
pseudoephedrine,venlafaxine,agonism,25,sec
flupenthixol,donepezil,antagonism,4,yr
galanthamine,flupenthixol,agonism,13,week
flupenthixol,rivastigmine,agonism,1,yr
flupenthixol,tacrine,agonism,49,week
flupenthixol,tacrolimus (anhydrous),agonism,55,sec
flupenthixol,tetrabenazine,antagonism,3,day
flupenthixol,thiothixene,antagonism,5,yr
flupenthixol,toremifene,agonism,11,week
trimethobenzamide,flupenthixol,antagonism,3,yr
flupenthixol,trimipramine,antagonism,5,yr
flupenthixol,triprolidine,antagonism,37,sec
flupenthixol,trospium,agonism,3,week
flupenthixol,voriconazole,antagonism,6,day
vorinostat,flupenthixol,antagonism,3,yr
flupenthixol,zuclopenthixol,antagonism,3,hr
pivmecillinam,methacycline,agonism,21,hr
pivmecillinam,rolitetracycline,agonism,21,hr
