Drug 1,Drug 2,DDI Type,Time,Unit
dofetilide,telithromycin,bad,20,min
dofetilide,thioridazine,bad,3,yr
dofetilide,thiothixene,good,35,week
dofetilide,toremifene,good,9,week
dofetilide,trichlormethiazide,bad,3,day
dofetilide,trimethoprim,bad,5,yr
dofetilide,trimipramine,bad,6,day
dofetilide,verapamil,bad,26,min
dofetilide,voriconazole,good,31,sec
vorinostat,dofetilide,good,15,hr
dofetilide,zuclopenthixol,good,15,hr
doxacurium chloride,aminophylline,bad,38,min
doxacurium chloride,clindamycin,bad,4,yr
doxacurium chloride,fosphenytoin,bad,6,day
doxacurium chloride,gentamicin,good,15,hr
doxacurium chloride,lincomycin,good,27,week
doxacurium chloride,mercaptopurine,bad,6,day
doxacurium chloride,netilmicin,bad,38,min
doxacurium chloride,oxtriphylline,good,31,week
doxacurium chloride,phenytoin,good,7,sec
doxacurium chloride,piperacillin,bad,20,min
doxacurium chloride,tobramycin,bad,14,min
doxazosin,tadalafil,good,17,week
doxazosin,tamsulosin,good,15,hr
doxazosin,treprostinil,bad,32,min
vardenafil,doxazosin,bad,14,min
droperidol,butabarbital,bad,2,min
droperidol,dihydrocodeine,bad,6,day
droperidol,quinupristin,good,3,week
droperidol,tacrine,good,49,sec
droperidol,tacrolimus (anhydrous),good,51,week
droperidol,tetrabenazine,good,1,sec
droperidol,thiothixene,bad,5,day
droperidol,toremifene,bad,7,day
trimethobenzamide,droperidol,bad,8,min
droperidol,trimipramine,bad,5,yr
droperidol,triprolidine,good,7,sec
droperidol,trospium,good,49,sec
droperidol,voriconazole,bad,1,yr
vorinostat,droperidol,good,41,week
droperidol,zuclopenthixol,bad,44,min
imipenem,valganciclovir,good,1,sec
cefixime,probenecid,bad,56,min
dyphylline,bromazepam,bad,2,yr
dyphylline,disulfiram,good,29,week
dyphylline,erythromycin,bad,26,min
dyphylline,ethinyl estradiol,good,15,hr
dyphylline,fluvoxamine,good,37,week
dyphylline,fosphenytoin,bad,20,min
dyphylline,grepafloxacin,good,1,week
dyphylline,"interferon alfa-2a, recombinant",good,21,hr
dyphylline,"interferon alfa-2b, recombinant",good,21,hr
dyphylline,interferon alfa-n1,bad,1,day
dyphylline,isoniazid,good,13,week
dyphylline,lithium,good,45,week
dyphylline,mexiletine,good,9,hr
dyphylline,nadolol,bad,4,day
dyphylline,peginterferon alfa-2a,bad,5,day
dyphylline,peginterferon alfa-2b,bad,44,min
dyphylline,pentoxifylline,good,3,hr
dyphylline,phenobarbital,good,9,hr
dyphylline,phenytoin,bad,14,min
dyphylline,pindolol,good,31,sec
dyphylline,primidone,good,9,hr
dyphylline,propafenone hydrochloride,bad,3,day
dyphylline,propranolol,good,49,sec
dyphylline,temazepam,bad,3,yr
dyphylline,terbinafine,good,31,week
dyphylline,ticlopidine,good,15,hr
dyphylline,timolol,bad,4,yr
cefazolin,gentamicin,bad,5,day
cefazolin,netilmicin,bad,1,yr
cefazolin,probenecid,bad,6,day
cefazolin,tobramycin,bad,4,day
caspofungin,tacrolimus (anhydrous),good,5,week
furosemide,colesevelam,bad,7,day
furosemide,digitoxin,bad,50,min
furosemide,ethotoin,good,21,hr
furosemide,fosphenytoin,good,21,hr
furosemide,gentamicin,good,21,week
furosemide,ginseng,good,21,hr
furosemide,ibuprofen,good,19,sec
furosemide,indacaterol,bad,3,day
furosemide,indometacin,good,49,week
furosemide,kanamycin,bad,1,yr
furosemide,mephenytoin,bad,5,yr
furosemide,netilmicin,good,9,hr
furosemide,phenytoin,good,9,hr
furosemide,sulindac,bad,14,min
furosemide,tobramycin,good,21,hr
furosemide,trandolapril,bad,5,yr
furosemide,treprostinil,bad,20,min
loracarbef,probenecid,good,41,week
atorvastatin,bezafibrate,bad,44,min
bezafibrate,cholestyramine,bad,4,day
bezafibrate,conivaptan,good,3,hr
bezafibrate,"(3S,5R)-fluvastatin",bad,7,day
bezafibrate,isocarboxazid,bad,32,min
bezafibrate,linezolid,good,15,hr
bezafibrate,moclobemide,bad,14,min
bezafibrate,phenelzine,bad,4,day
bezafibrate,pravastatin sodium,bad,2,day
bezafibrate,procarbazine,good,9,hr
bezafibrate,rasagiline,bad,14,min
bezafibrate,selegiline,good,13,week
bezafibrate,tranylcypromine,good,25,sec
clomipramine,altretamine,bad,44,min
clomipramine,butabarbital,good,21,week
clomipramine,desvenlafaxine,good,45,week
clomipramine,dihydroquinidine barbiturate,bad,4,day
clomipramine,donepezil,good,21,hr
clomipramine,ephedra,good,21,hr
clomipramine,ephedrine,bad,4,day
clomipramine,fluoxetine,bad,4,yr
clomipramine,fluvoxamine,good,49,week
galanthamine,clomipramine,good,35,week
clomipramine,grepafloxacin,good,19,week
clomipramine,guanethidine,bad,1,day
clomipramine,isocarboxazid,good,21,week
clomipramine,isoproterenol,good,9,hr
clomipramine,mephentermine,good,3,hr
clomipramine,metaraminol,good,15,week
clomipramine,methoxamine,bad,4,day
clomipramine,moclobemide,good,9,hr
clomipramine,orciprenaline,good,9,hr
clomipramine,phenelzine,good,43,sec
clomipramine,phenylephrine,bad,5,yr
clomipramine,phenylpropanolamine,good,7,sec
clomipramine,pirbuterol,bad,32,min
clomipramine,procaterol,good,7,week
clomipramine,pseudoephedrine,good,15,hr
clomipramine,quinidine barbiturate,good,49,sec
clomipramine,rasagiline,bad,44,min
rifabutin,clomipramine,bad,50,min
clomipramine,ritonavir,bad,3,yr
clomipramine,rivastigmine,bad,3,day
clomipramine,sibutramine,good,15,hr
clomipramine,sparfloxacin,good,21,hr
clomipramine,tacrine,good,3,hr
clomipramine,tacrolimus (anhydrous),bad,5,yr
tamoxifen,clomipramine,bad,5,day
clomipramine,tamsulosin,good,5,week
clomipramine,terbinafine,bad,32,min
clomipramine,terbutaline,bad,2,day
clomipramine,terfenadine,good,1,sec
clomipramine,thiothixene,bad,2,yr
clomipramine,ticlopidine,bad,4,yr
clomipramine,toremifene,good,15,hr
tramadol hydrochloride,clomipramine,bad,56,min
clomipramine,tranylcypromine,bad,2,yr
clomipramine,trazodone,good,15,hr
trimethobenzamide,clomipramine,bad,8,min
clomipramine,trimipramine,good,21,hr
clomipramine,triprolidine,good,7,sec
clomipramine,trospium,good,19,week
clomipramine,venlafaxine,bad,2,yr
clomipramine,voriconazole,good,9,week
vorinostat,clomipramine,good,9,hr
clomipramine,zuclopenthixol,good,3,hr
desipramine,altretamine,bad,6,day
desipramine,avanafil,good,31,week
desipramine,butabarbital,good,37,sec
desipramine,desvenlafaxine,bad,8,min
desipramine,dihydroquinidine barbiturate,bad,1,yr
desipramine,donepezil,bad,6,day
desipramine,duloxetine,bad,3,yr
desipramine,ephedra,good,31,sec
desipramine,ephedrine,bad,38,min
desipramine,fluoxetine,bad,5,yr
desipramine,fluvoxamine,bad,5,yr
galanthamine,desipramine,bad,5,day
desipramine,grepafloxacin,bad,26,min
desipramine,guanethidine,bad,2,day
desipramine,indacaterol,bad,32,min
desipramine,isocarboxazid,good,31,sec
desipramine,isoproterenol,bad,1,yr
desipramine,mephentermine,bad,4,yr
desipramine,metaraminol,good,43,sec
desipramine,methoxamine,good,5,week
desipramine,mirabegron,good,19,sec
desipramine,moclobemide,bad,4,yr
desipramine,orciprenaline,bad,20,min
desipramine,phenelzine,bad,7,day
desipramine,phenylephrine,bad,2,day
desipramine,phenylpropanolamine,good,25,week
desipramine,pirbuterol,bad,5,day
desipramine,procaterol,good,43,sec
desipramine,pseudoephedrine,bad,44,min
desipramine,quinidine barbiturate,good,17,week
desipramine,rasagiline,good,37,sec
rifabutin,desipramine,bad,44,min
desipramine,ritonavir,bad,14,min
desipramine,rivastigmine,bad,20,min
desipramine,sibutramine,good,1,sec
desipramine,sparfloxacin,good,7,sec
desipramine,tacrine,bad,2,day
desipramine,tacrolimus (anhydrous),bad,3,day
tamoxifen,desipramine,good,55,sec
desipramine,tamsulosin,bad,3,yr
desipramine,terbinafine,bad,14,min
desipramine,terbutaline,bad,1,yr
desipramine,terfenadine,bad,2,day
desipramine,thiothixene,good,37,sec
desipramine,tipranavir,bad,44,min
desipramine,tolterodine,bad,4,day
desipramine,toremifene,bad,26,min
tramadol hydrochloride,desipramine,good,43,sec
desipramine,tranylcypromine,good,41,week
desipramine,trazodone,good,31,sec
desipramine,trimipramine,bad,2,yr
desipramine,triprolidine,bad,2,yr
desipramine,trospium,bad,1,day
desipramine,venlafaxine,bad,2,min
desipramine,vilazodone,good,37,sec
desipramine,voriconazole,good,21,hr
vorinostat,desipramine,bad,3,yr
desipramine,zuclopenthixol,good,9,hr
cefepime,probenecid,good,21,hr
enalapril,azilsartan medoxomil,good,9,hr
enalapril,drospirenone,good,21,hr
enalapril,icatibant acetate,bad,8,min
enalapril,insulin lispro,good,9,hr
enalapril,lithium,bad,20,min
enalapril,potassium,good,9,week
enalapril,spironolactone,good,15,hr
enalapril,tizanidine,bad,2,min
enalapril,tobramycin,bad,20,min
enalapril,treprostinil,good,39,week
enalapril,triamterene,good,37,sec
4'-epidoxorubicin,trastuzumab,good,9,hr
entacapone,apomorphine,bad,6,day
entacapone,isocarboxazid,bad,32,min
entacapone,isoetharine,bad,2,min
entacapone,isoproterenol,bad,32,min
entacapone,alpha-methyl-L-dopa,bad,4,yr
entacapone,phenelzine,bad,1,day
entacapone,tranylcypromine,good,15,week
entacapone,triprolidine,bad,3,yr
amprenavir,vinorelbine,good,55,sec
vinorelbine,aprepitant,bad,2,yr
vinorelbine,conivaptan,bad,26,min
dirithromycin,vinorelbine,bad,14,min
vinorelbine,erythromycin,bad,20,min
vinorelbine,fosamprenavir,good,3,hr
vinorelbine,indinavir,good,15,hr
vinorelbine,isoniazid,good,3,hr
vinorelbine,itraconazole,bad,6,day
vinorelbine,ketoconazole,good,13,sec
vinorelbine,leflunomide,bad,2,min
vinorelbine,lopinavir,good,15,week
vinorelbine,miconazole,good,55,sec
vinorelbine,natalizumab,good,21,hr
vinorelbine,nefazodone,bad,6,day
vinorelbine,nelfinavir,bad,2,min
vinorelbine,nicardipine,bad,2,yr
vinorelbine,posaconazole,good,43,sec
vinorelbine,quinupristin,good,15,hr
vinorelbine,ritonavir,good,3,week
vinorelbine,saquinavir,bad,6,day
vinorelbine,telithromycin,bad,20,min
vinorelbine,trastuzumab,bad,3,yr
vinorelbine,voriconazole,bad,3,day
eprosartan,drospirenone,bad,5,yr
eprosartan,lithium,good,19,week
eprosartan,potassium,bad,6,day
eprosartan,spironolactone,good,29,week
eprosartan,trandolapril,good,3,hr
eprosartan,treprostinil,bad,5,day
eprosartan,triamterene,bad,1,yr
ergometrine,almotriptan,good,25,week
ergometrine,desvenlafaxine,good,31,sec
ergometrine,efalizumab,bad,2,yr
ergometrine,eletriptan,good,21,hr
ergometrine,erythromycin,good,45,week
ergometrine,esmolol,bad,2,yr
ergometrine,frovatriptan,bad,4,yr
ergometrine,isosorbide dinitrate,bad,2,yr
ergometrine,isosorbide mononitrate,good,37,sec
ergometrine,labetalol,good,9,hr
ergometrine,metoprolol,good,7,sec
ergometrine,nadolol,bad,3,day
ergometrine,naratriptan,good,43,sec
ergometrine,oxprenolol,bad,6,day
ergometrine,phenylephrine,bad,4,yr
ergometrine,pindolol,bad,32,min
ergometrine,propranolol,good,41,week
ergometrine,telithromycin,bad,1,day
ergometrine,timolol,good,3,hr
ergometrine,tipranavir,good,27,week
tramadol hydrochloride,ergometrine,bad,5,yr
ergometrine,tranylcypromine,good,7,week
ergometrine,trazodone,good,9,week
ergometrine,trimipramine,good,17,week
ergometrine,venlafaxine,bad,3,yr
ergometrine,voriconazole,bad,2,day
rizatriptan,desvenlafaxine,bad,2,yr
rizatriptan,ergotamine,bad,4,day
rizatriptan,fluoxetine,good,21,hr
rizatriptan,fluvoxamine,good,9,hr
rizatriptan,isocarboxazid,bad,38,min
rizatriptan,methysergide,good,21,hr
rizatriptan,moclobemide,bad,6,day
rizatriptan,nefazodone,good,3,hr
rizatriptan,paroxetine,good,9,hr
rizatriptan,phenelzine,good,3,hr
rizatriptan,propranolol,bad,5,day
tramadol hydrochloride,rizatriptan,bad,1,day
rizatriptan,tranylcypromine,bad,6,day
rizatriptan,trazodone,good,27,week
rizatriptan,trimipramine,bad,2,yr
rizatriptan,venlafaxine,bad,14,min
cinacalcet,erythromycin,good,37,week
cinacalcet,itraconazole,bad,50,min
cinacalcet,ketoconazole,bad,2,yr
tamoxifen,cinacalcet,good,25,week
cinacalcet,tamsulosin,bad,50,min
cinacalcet,telithromycin,bad,5,day
cinacalcet,tolterodine,good,9,hr
tramadol hydrochloride,cinacalcet,bad,1,yr
cinacalcet,trimipramine,good,23,week
cinacalcet,venlafaxine,bad,4,yr
cinacalcet,voriconazole,bad,38,min
cinacalcet,zuclopenthixol,bad,2,day
olmesartan,drospirenone,good,19,week
olmesartan,tobramycin,good,21,week
olmesartan,trandolapril,bad,2,day
olmesartan,treprostinil,bad,5,yr
apomorphine,paliperidone,good,7,week
apomorphine,tacrolimus (anhydrous),good,31,sec
apomorphine,thiothixene,good,23,week
apomorphine,toremifene,good,21,hr
apomorphine,voriconazole,bad,2,day
vorinostat,apomorphine,bad,5,yr
apomorphine,zuclopenthixol,good,21,hr
esmolol,acetohexamide,good,17,week
esmolol,dihydroergotoxine,good,19,sec
esmolol,ergotamine,bad,2,yr
esmolol,formoterol,good,13,sec
esmolol,glipizide,good,25,week
esmolol,glisoxepide,good,37,week
esmolol,glyburide,good,21,hr
esmolol,glycodiazine,bad,5,day
esmolol,ibuprofen,good,43,sec
esmolol,indometacin,good,9,hr
esmolol,insulin aspart,bad,20,min
esmolol,insulin detemir,bad,3,yr
esmolol,insulin glargine,good,29,week
esmolol,insulin glulisine,bad,7,day
esmolol,insulin lispro,bad,8,min
esmolol,isoproterenol,bad,4,day
esmolol,lidocaine,good,19,week
esmolol,methysergide,good,9,hr
esmolol,orciprenaline,bad,5,day
esmolol,pipobroman,bad,5,day
esmolol,pirbuterol,good,9,hr
esmolol,piroxicam,bad,5,day
esmolol,prazosin,bad,4,yr
esmolol,procaterol,bad,2,day
esmolol,repaglinide,good,5,week
esmolol,salmeterol,good,21,hr
esmolol,terazosin,bad,3,yr
esmolol,terbutaline,bad,1,yr
esmolol,tolazamide,bad,14,min
esmolol,treprostinil,bad,5,day
esmolol,verapamil,good,33,week
phenylbutazone,acenocoumarol,bad,2,yr
phenylbutazone,acetohexamide,good,17,week
phenylbutazone,ethotoin,good,51,week
phenylbutazone,fosphenytoin,bad,4,day
phenylbutazone,glipizide,bad,4,yr
phenylbutazone,glisoxepide,good,35,week
phenylbutazone,glyburide,good,51,week
phenylbutazone,glycodiazine,bad,1,day
phenylbutazone,lithium,good,25,sec
phenylbutazone,mephenytoin,good,9,week
methotrexate,phenylbutazone,bad,2,day
phenylbutazone,phenytoin,bad,32,min
phenylbutazone,tolazamide,bad,1,day
estazolam,fluconazole,good,13,sec
estazolam,indinavir,good,15,hr
estazolam,itraconazole,good,43,sec
estazolam,kava,bad,2,min
estazolam,ketoconazole,bad,6,day
estazolam,nelfinavir,good,7,sec
estazolam,omeprazole,good,41,week
estazolam,ritonavir,good,3,hr
estazolam,saquinavir,bad,32,min
estazolam,tipranavir,bad,1,yr
estazolam,triprolidine,bad,26,min
estazolam,voriconazole,bad,38,min
estramustine,calcium acetate,bad,3,day
estramustine,trastuzumab,bad,4,yr
ethacrynic acid,colesevelam,good,25,sec
ethacrynic acid,digitoxin,bad,1,yr
ethacrynic acid,gentamicin,bad,1,day
ethacrynic acid,ginseng,good,31,week
ethacrynic acid,ibuprofen,good,27,week
ethacrynic acid,indacaterol,good,47,week
ethacrynic acid,indometacin,bad,3,day
ethacrynic acid,kanamycin,bad,2,yr
ethacrynic acid,netilmicin,bad,3,day
ethacrynic acid,sulindac,bad,26,min
ethacrynic acid,tobramycin,good,13,sec
ethacrynic acid,trandolapril,bad,1,yr
ethacrynic acid,treprostinil,good,7,sec
ethchlorvynol,acenocoumarol,bad,1,yr
ethosuximide,telithromycin,good,37,sec
ethosuximide,triprolidine,good,3,hr
ethosuximide,voriconazole,good,21,hr
ethotoin,aminophylline,good,19,sec
ethotoin,amiodarone,good,25,week
ethotoin,aprepitant,good,7,sec
ethotoin,chlorpheniramine,bad,5,day
ethotoin,conjugated estrogens,good,15,week
ethotoin,diazepam,good,3,hr
diethylstilbestrol,ethotoin,good,1,week
ethotoin,disulfiram,good,25,sec
ethotoin,doxycycline,bad,2,min
ethotoin,estradiol,bad,3,yr
ethotoin,ethinyl estradiol,good,47,week
ethotoin,felbamate,good,25,sec
ethotoin,felodipine,bad,44,min
ethotoin,fluconazole,bad,2,min
ethotoin,fludrocortisone,bad,4,day
ethotoin,fluoxetine,bad,44,min
ethotoin,flurazepam,bad,5,yr
ethotoin,fluvoxamine,good,15,hr
ethotoin,folic acid,bad,6,day
gabapentin,ethotoin,bad,50,min
ethotoin,gefitinib,good,15,hr
ethotoin,isoniazid,good,31,sec
ethotoin,itraconazole,good,1,sec
ethotoin,lamotrigine,bad,5,yr
ethotoin,levonorgestrel,good,21,hr
ethotoin,mebendazole,good,37,week
ethotoin,medroxyprogesterone,bad,8,min
ethotoin,megestrol,bad,3,day
ethotoin,methadone,good,51,week
methotrexate,ethotoin,bad,3,yr
ethotoin,mexiletine,bad,56,min
ethotoin,midazolam,good,19,week
ethotoin,mirtazapine,bad,4,day
ethotoin,norethisterone,bad,4,yr
ethotoin,omeprazole,good,7,sec
ethotoin,oxcarbazepine,good,25,week
ethotoin,oxtriphylline,good,1,sec
ethotoin,oxyphenbutazone,good,31,sec
ethotoin,prednisolone,good,9,hr
ethotoin,prednisone,good,43,sec
ethotoin,quetiapine,bad,20,min
ethotoin,ticlopidine,good,37,week
ethotoin,triamcinolone acetonide,good,13,sec
ethotoin,triazolam,good,19,sec
ethotoin,triprolidine,bad,50,min
ezetimibe,cholestyramine,bad,1,yr
etidronic acid,aluminium,bad,20,min
etidronic acid,calcium,bad,14,min
etidronic acid,calcium acetate,good,15,week
etidronic acid,calcium chloride,good,19,sec
etidronic acid,iron,good,31,week
etidronic acid,iron dextran,bad,5,yr
etidronic acid,magnesium,bad,14,min
etidronic acid,sucralfate,bad,8,min
didanosine,tenofovir (anhydrous),bad,4,day
didanosine,tipranavir,bad,2,day
didanosine,tobramycin,good,43,sec
didanosine,trovafloxacin,bad,5,yr
didanosine,valganciclovir,good,37,sec
didanosine,voriconazole,good,31,week
etodolac,acenocoumarol,good,43,sec
etodolac,azilsartan medoxomil,good,21,hr
etodolac,colesevelam,good,39,week
etodolac,eltrombopag,bad,5,yr
etodolac,ginkgo biloba,good,43,week
methotrexate,etodolac,bad,4,day
etodolac,pralatrexate,bad,2,yr
etodolac,timolol,bad,5,yr
etodolac,trandolapril,bad,3,yr
etodolac,treprostinil,good,19,week
etoposide,aprepitant,good,49,sec
etoposide,quinupristin,bad,44,min
etoposide,telithromycin,good,25,sec
etoposide,trastuzumab,good,9,hr
etoposide,voriconazole,bad,1,yr
etretinate,doxycycline,bad,1,yr
etretinate,methacycline,good,37,week
methotrexate,etretinate,good,21,hr
etretinate,minocycline,bad,4,yr
etretinate,rolitetracycline,good,15,hr
dasatinib (anhydrous),omeprazole,bad,5,day
dasatinib (anhydrous),pantoprazole,good,21,hr
dasatinib (anhydrous),phenobarbital,bad,1,yr
dasatinib (anhydrous),phenytoin,bad,2,yr
dasatinib (anhydrous),rabeprazole,bad,32,min
dasatinib (anhydrous),ranitidine,good,3,hr
dasatinib (anhydrous),tacrolimus (anhydrous),good,35,week
dasatinib (anhydrous),telithromycin,good,39,week
dasatinib (anhydrous),thiothixene,bad,6,day
dasatinib (anhydrous),toremifene,bad,50,min
dasatinib (anhydrous),trimipramine,good,3,hr
dasatinib (anhydrous),voriconazole,good,41,week
vorinostat,dasatinib (anhydrous),good,43,sec
dasatinib (anhydrous),zuclopenthixol,bad,3,yr
amprenavir,diazepam,good,13,sec
diazepam,erythromycin,good,3,hr
diazepam,fluconazole,good,9,hr
diazepam,fosamprenavir,bad,6,day
diazepam,fosphenytoin,bad,5,day
diazepam,indinavir,bad,2,day
diazepam,itraconazole,bad,4,yr
josamycin,diazepam,good,51,week
diazepam,kava,good,33,week
diazepam,ketoconazole,bad,44,min
diazepam,mephenytoin,good,43,sec
diazepam,nelfinavir,bad,2,min
diazepam,omeprazole,good,9,hr
diazepam,phenytoin,bad,2,day
diazepam,quinupristin,bad,3,yr
diazepam,ritonavir,bad,2,day
diazepam,saquinavir,bad,2,min
diazepam,st. john's wort,bad,8,min
diazepam,telithromycin,bad,5,day
diazepam,ticlopidine,good,45,week
diazepam,tipranavir,good,47,week
diazepam,triprolidine,good,3,week
diazepam,voriconazole,bad,14,min
lapatinib,pazopanib,good,15,hr
lapatinib,tacrolimus (anhydrous),good,21,hr
lapatinib,tamsulosin,bad,1,yr
lapatinib,telithromycin,good,23,week
lapatinib,thiothixene,good,23,week
lapatinib,tolterodine,good,31,sec
lapatinib,topotecan,bad,32,min
lapatinib,toremifene,good,19,sec
tramadol hydrochloride,lapatinib,bad,6,day
lapatinib,trazodone,good,9,week
lapatinib,trimipramine,good,41,week
lapatinib,voriconazole,good,37,sec
vorinostat,lapatinib,bad,4,yr
lapatinib,zuclopenthixol,bad,2,day
gefitinib,acenocoumarol,bad,1,yr
gefitinib,amobarbital,good,15,hr
gefitinib,aprobarbital,bad,44,min
gefitinib,butabarbital,bad,1,yr
gefitinib,butethal,good,15,hr
gefitinib,dihydroquinidine barbiturate,good,25,sec
gefitinib,erythromycin,good,15,hr
gefitinib,fosphenytoin,bad,2,day
gefitinib,heptabarbital,good,49,sec
gefitinib,hexobarbital,good,55,sec
gefitinib,itraconazole,bad,5,yr
gefitinib,ketoconazole,bad,56,min
gefitinib,mephenytoin,good,9,hr
gefitinib,mephobarbital,good,3,hr
gefitinib,pentobarbital,good,13,sec
gefitinib,phenobarbital,good,29,week
gefitinib,phenytoin,good,43,sec
gefitinib,primidone,bad,14,min
gefitinib,quinidine barbiturate,good,9,hr
gefitinib,ritonavir,bad,3,day
gefitinib,secobarbital,good,9,hr
gefitinib,st. john's wort,good,5,week
gefitinib,talbutal,bad,56,min
gefitinib,telithromycin,good,31,sec
gefitinib,topotecan,bad,44,min
gefitinib,trastuzumab,good,25,week
gefitinib,voriconazole,bad,3,day
famotidine,cefditoren,good,9,hr
famotidine,itraconazole,bad,56,min
famotidine,ketoconazole,good,1,sec
famotidine,rilpivirine,bad,20,min
aprepitant,acenocoumarol,good,21,hr
aprepitant,corticotropin,bad,44,min
aprepitant,erythromycin,bad,4,day
aprepitant,ethinyl estradiol,good,21,hr
aprepitant,fosphenytoin,good,9,hr
aprepitant,ifosfamide,good,49,sec
aprepitant,irinotecan,good,43,sec
aprepitant,itraconazole,bad,5,yr
aprepitant,ketoconazole,good,39,week
aprepitant,mephenytoin,good,43,week
aprepitant,mestranol,good,31,sec
aprepitant,6alpha-methylprednisolone,good,1,week
aprepitant,midazolam,bad,20,min
aprepitant,nefazodone,bad,5,yr
aprepitant,nelfinavir,good,1,week
paclitaxel,aprepitant,good,19,sec
aprepitant,phenytoin,good,21,hr
aprepitant,pimozide,good,21,hr
aprepitant,ritonavir,good,15,hr
aprepitant,tamsulosin,good,9,hr
aprepitant,telithromycin,bad,6,day
aprepitant,terfenadine,good,21,hr
aprepitant,tolterodine,good,3,hr
tramadol hydrochloride,aprepitant,good,13,sec
aprepitant,trazodone,good,21,hr
aprepitant,triazolam,bad,4,day
aprepitant,troleandomycin,bad,3,yr
aprepitant,vinblastine,good,29,week
aprepitant,vincristine,bad,1,day
aprepitant,voriconazole,bad,50,min
felbamate,fosphenytoin,bad,5,day
felbamate,mephenytoin,bad,20,min
felbamate,phenobarbital,good,19,week
felbamate,phenytoin,good,55,sec
felbamate,primidone,bad,5,yr
felbamate,quinupristin,bad,32,min
felbamate,telithromycin,bad,56,min
felbamate,triprolidine,good,21,hr
valproic acid,felbamate,bad,2,day
felbamate,voriconazole,good,21,hr
fenfluramine,fluoxetine,bad,3,day
fenfluramine,fluphenazine,bad,2,yr
fenfluramine,fluvoxamine,bad,1,day
fenfluramine,guanethidine,good,17,week
fenfluramine,insulin aspart,bad,14,min
fenfluramine,insulin detemir,good,9,hr
fenfluramine,insulin glulisine,bad,8,min
fenfluramine,isocarboxazid,good,35,week
fenfluramine,mesoridazine,bad,20,min
fenfluramine,methdilazine,bad,20,min
fenfluramine,methotrimeprazine,good,1,sec
fenfluramine,paroxetine,bad,20,min
fenfluramine,perphenazine,bad,4,yr
fenfluramine,phenelzine,bad,1,day
fenfluramine,prochlorperazine,bad,26,min
fenfluramine,promazine,good,9,hr
fenfluramine,promethazine,bad,56,min
fenfluramine,propiomazine,bad,5,yr
fenfluramine,rasagiline,bad,20,min
fenfluramine,thiethylperazine,bad,1,day
fenfluramine,thioridazine,good,9,hr
fenfluramine,tranylcypromine,bad,56,min
fenfluramine,triflupromazine,good,13,sec
fenfluramine,trimeprazine,good,19,week
fenfluramine,venlafaxine,bad,20,min
fenofibrate,acenocoumarol,good,31,week
atorvastatin,fenofibrate,good,43,sec
fenofibrate,"(3S,5R)-fluvastatin",good,49,sec
fenofibrate,insulin lispro,bad,2,yr
pitavastatin,fenofibrate,bad,3,yr
fenofibrate,pravastatin sodium,good,7,sec
fenofibrate,simvastatin,bad,20,min
fenofibrate,ursodeoxycholic acid,good,43,sec
fenoprofen,acenocoumarol,good,3,hr
fenoprofen,azilsartan medoxomil,bad,4,day
fenoprofen,colesevelam,bad,7,day
fenoprofen,eltrombopag,good,25,sec
fenoprofen,ginkgo biloba,bad,20,min
methotrexate,fenoprofen,good,31,sec
fenoprofen,pralatrexate,bad,44,min
fenoprofen,telmisartan,good,3,hr
fenoprofen,timolol,bad,1,day
fenoprofen,trandolapril,bad,50,min
fenoprofen,treprostinil,good,47,week
rosiglitazone,avanafil,bad,6,day
rosiglitazone,colesevelam,bad,44,min
rosiglitazone,gemfibrozil,bad,4,day
rosiglitazone,ketoconazole,bad,26,min
rosiglitazone,somatropin recombinant,bad,4,yr
all-trans-acitretin,doxycycline,bad,14,min
all-trans-acitretin,methacycline,good,9,hr
methotrexate,all-trans-acitretin,bad,3,day
all-trans-acitretin,minocycline,bad,2,min
all-trans-acitretin,norethisterone,bad,14,min
all-trans-acitretin,rolitetracycline,good,21,hr
all-trans-acitretin,vitamin a,good,23,week
pefloxacin,aminophylline,good,9,hr
pefloxacin,calcium,good,3,hr
pefloxacin,iron dextran,good,25,week
pefloxacin,magnesium,good,37,week
pefloxacin,oxtriphylline,bad,2,yr
esomeprazol,cefditoren,good,9,hr
esomeprazol,indinavir,bad,44,min
esomeprazol,itraconazole,bad,8,min
esomeprazol,ketoconazole,good,21,hr
esomeprazol,rilpivirine,bad,32,min
esomeprazol,tipranavir,bad,26,min
homatropine methylbromide,haloperidol,bad,3,yr
homatropine methylbromide,tacrine,bad,56,min
trimethobenzamide,homatropine methylbromide,bad,5,day
homatropine methylbromide,triprolidine,bad,4,yr
homatropine methylbromide,trospium,good,3,hr
fexofenadine,tacrine,bad,14,min
trimethobenzamide,fexofenadine,bad,44,min
fexofenadine,triprolidine,bad,2,min
fexofenadine,trospium,good,15,hr
methimazole,acenocoumarol,bad,5,day
tamoxifen,methimazole,bad,1,yr
methimazole,tamsulosin,good,55,sec
mifepristone,dabigatran etexilate,bad,44,min
mifepristone,degarelix,bad,2,min
mifepristone,pasireotide,good,15,week
minocycline,acenocoumarol,bad,8,min
minocycline,aluminium,bad,4,yr
minocycline,attapulgite,good,9,week
minocycline,bexarotene,bad,1,yr
minocycline,bismuth subsalicylate,good,3,hr
minocycline,calcium,bad,1,yr
minocycline,calcium acetate,bad,50,min
minocycline,calcium chloride,good,49,sec
clavulanic acid,minocycline,good,43,week
cloxacillin,minocycline,good,31,sec
